price,points,variety,country,province,taster_name
80,96,Syrah,US,Washington,Paul Gregutt
65,92,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
36,93,Chardonnay,US,California,Matt Kettmann
16,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
45,90,Chardonnay,US,California,Virginie Boone
104,91,Pinot Noir,France,Burgundy,Roger Voss
45,92,Cabernet Sauvignon,US,Washington,Paul Gregutt
27,85,Pinot Noir,France,Burgundy,Roger Voss
30,89,Bordeaux-style Red Blend,US,Washington,Paul Gregutt
26,90,Chardonnay,US,California,Matt Kettmann
12,86,Chardonnay,US,California,Matt Kettmann
16,90,Chardonnay,US,California,Matt Kettmann
63,93,Pinot Noir,US,Oregon,Paul Gregutt
75,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
15,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
60,93,Pinot Noir,US,California,Matt Kettmann
54,85,Chardonnay,France,Burgundy,Roger Voss
84,93,Pinot Noir,US,California,Matt Kettmann
16,84,Chardonnay,US,California,Virginie Boone
42,93,Riesling,France,Alsace,Roger Voss
44,94,Syrah,US,California,Virginie Boone
60,93,Cabernet Sauvignon,US,California,Virginie Boone
15,86,Riesling,US,California,Matt Kettmann
55,93,Pinot Noir,US,California,Matt Kettmann
14,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
36,93,Pinot Noir,US,Oregon,Paul Gregutt
22,86,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
40,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
105,95,Chardonnay,France,Burgundy,Roger Voss
28,92,Syrah,US,California,Matt Kettmann
15,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
70,94,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
23,86,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
16,88,Riesling,US,California,Matt Kettmann
52,93,Chardonnay,US,California,Matt Kettmann
28,90,Gewürztraminer,US,Oregon,Paul Gregutt
57,93,Pinot Noir,France,Burgundy,Roger Voss
20,85,Pinot Noir,US,Oregon,Paul Gregutt
25,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
15,88,Red Blend,US,California,Virginie Boone
17,87,Pinot Noir,US,Oregon,Paul Gregutt
30,89,Chardonnay,US,California,Virginie Boone
30,91,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
25,91,Pinot Noir,US,Oregon,Paul Gregutt
65,90,Pinot Noir,France,Burgundy,Paul Gregutt
40,89,Chardonnay,US,California,Matt Kettmann
45,92,Pinot Noir,US,California,Matt Kettmann
30,85,Chardonnay,US,California,Matt Kettmann
55,92,Syrah,US,California,Matt Kettmann
13,82,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
90,93,Pinot Noir,France,Burgundy,Roger Voss
40,89,Syrah,US,California,Matt Kettmann
30,89,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
25,88,Pinot Noir,US,California,Virginie Boone
22,86,Pinot Noir,US,Oregon,Paul Gregutt
40,87,Pinot Noir,US,Oregon,Paul Gregutt
41,92,Pinot Gris,US,Oregon,Paul Gregutt
55,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
165,91,Cabernet Sauvignon,US,California,Virginie Boone
30,90,Cabernet Sauvignon,US,California,Virginie Boone
30,94,Pinot Gris,US,Oregon,Paul Gregutt
48,91,Gewürztraminer,France,Alsace,Roger Voss
19,88,Pinot Noir,US,Oregon,Paul Gregutt
90,94,Pinot Noir,US,California,Virginie Boone
15,86,Bordeaux-style Red Blend,US,Washington,Paul Gregutt
80,89,Cabernet Sauvignon,US,California,Virginie Boone
65,93,Syrah,US,Oregon,Paul Gregutt
35,90,Cabernet Sauvignon,US,California,Virginie Boone
40,93,Chardonnay,US,California,Virginie Boone
90,91,Cabernet Sauvignon,US,California,Virginie Boone
130,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
43,90,Chardonnay,France,Burgundy,Roger Voss
30,89,Syrah,US,California,Virginie Boone
21,87,Pinot Noir,US,California,Matt Kettmann
30,90,Chardonnay,US,California,Matt Kettmann
70,93,Pinot Noir,US,California,Virginie Boone
16,81,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
86,94,Pinot Noir,US,California,Virginie Boone
20,92,Chardonnay,US,California,Matt Kettmann
16,85,Gewürztraminer,US,Washington,Paul Gregutt
52,91,Pinot Noir,US,Oregon,Paul Gregutt
150,95,Cabernet Sauvignon,US,California,Virginie Boone
90,90,Cabernet Sauvignon,US,California,Virginie Boone
50,93,Pinot Noir,US,Oregon,Paul Gregutt
30,90,Chardonnay,US,Washington,Paul Gregutt
91,93,Chardonnay,France,Burgundy,Roger Voss
12,85,Chardonnay,US,California,Virginie Boone
29,91,Cabernet Sauvignon,US,California,Virginie Boone
18,85,Red Blend,US,California,Virginie Boone
50,89,Pinot Noir,France,Burgundy,Roger Voss
11,84,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
52,90,Red Blend,US,California,Virginie Boone
20,85,Syrah,US,Washington,Paul Gregutt
30,88,Chardonnay,US,California,Virginie Boone
55,87,Pinot Noir,US,California,Virginie Boone
15,85,Pinot Gris,US,Washington,Paul Gregutt
60,96,Chardonnay,US,Oregon,Paul Gregutt
20,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
20,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
58,88,Chardonnay,France,Burgundy,Roger Voss
25,93,Riesling,US,Washington,Paul Gregutt
35,88,Cabernet Sauvignon,US,Washington,Paul Gregutt
25,87,Chardonnay,France,Burgundy,Roger Voss
90,96,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
30,83,Cabernet Sauvignon,US,California,Virginie Boone
20,85,Cabernet Sauvignon,US,California,Virginie Boone
45,88,Pinot Noir,France,Burgundy,Roger Voss
10,89,Cabernet Sauvignon,US,Washington,Paul Gregutt
25,85,Chardonnay,US,California,Virginie Boone
25,89,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
20,91,Chardonnay,US,Washington,Paul Gregutt
19,84,Gewürztraminer,France,Alsace,Roger Voss
10,81,Cabernet Sauvignon,US,Washington,Paul Gregutt
48,91,Syrah,US,California,Virginie Boone
50,93,Chardonnay,US,California,Virginie Boone
69,92,Cabernet Sauvignon,US,California,Virginie Boone
44,90,Chardonnay,US,California,Virginie Boone
62,88,Bordeaux-style Red Blend,US,California,Virginie Boone
50,92,Syrah,US,California,Matt Kettmann
80,89,Pinot Noir,US,California,Virginie Boone
39,91,Pinot Noir,France,Burgundy,Roger Voss
20,84,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
28,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
25,89,Riesling,France,Alsace,Roger Voss
55,94,Chardonnay,US,California,Matt Kettmann
54,91,Pinot Noir,US,California,Matt Kettmann
58,88,Chardonnay,France,Burgundy,Roger Voss
42,87,Pinot Noir,US,Oregon,Paul Gregutt
20,89,Riesling,US,Oregon,Paul Gregutt
40,85,Bordeaux-style Red Blend,US,California,Virginie Boone
32,89,Pinot Noir,US,California,Matt Kettmann
35,93,Pinot Noir,US,Oregon,Paul Gregutt
60,94,Pinot Gris,France,Alsace,Roger Voss
33,90,Chardonnay,France,Burgundy,Roger Voss
306,94,Pinot Noir,France,Burgundy,Roger Voss
15,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
40,92,Chardonnay,US,Oregon,Paul Gregutt
42,84,Chardonnay,US,California,Virginie Boone
45,94,Pinot Noir,US,Oregon,Paul Gregutt
57,91,Pinot Noir,France,Burgundy,Roger Voss
75,88,Chardonnay,France,Burgundy,Roger Voss
18,87,Cabernet Sauvignon,US,Washington,Paul Gregutt
28,93,Pinot Noir,US,Oregon,Paul Gregutt
100,94,Pinot Noir,France,Burgundy,Roger Voss
155,94,Cabernet Sauvignon,US,California,Virginie Boone
30,87,Pinot Noir,US,Oregon,Paul Gregutt
20,87,Pinot Noir,France,Burgundy,Roger Voss
50,91,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
80,91,Cabernet Sauvignon,US,California,Matt Kettmann
36,88,Cabernet Sauvignon,US,California,Virginie Boone
50,86,Pinot Noir,US,Oregon,Paul Gregutt
185,90,Bordeaux-style Red Blend,US,California,Virginie Boone
70,93,Pinot Noir,US,California,Virginie Boone
44,92,Pinot Noir,US,California,Matt Kettmann
42,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
75,92,Cabernet Sauvignon,US,California,Virginie Boone
20,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
125,93,Bordeaux-style Red Blend,US,California,Virginie Boone
50,91,Chardonnay,France,Burgundy,Roger Voss
24,89,Chardonnay,France,Burgundy,Roger Voss
55,92,Pinot Noir,US,Oregon,Paul Gregutt
60,89,Chardonnay,France,Burgundy,Roger Voss
125,92,Cabernet Sauvignon,US,California,Virginie Boone
70,90,Pinot Noir,US,Oregon,Paul Gregutt
60,92,Pinot Noir,US,Oregon,Paul Gregutt
48,90,Chardonnay,US,California,Virginie Boone
26,90,Pinot Noir,US,Oregon,Paul Gregutt
45,92,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
11,88,Gewürztraminer,US,Washington,Paul Gregutt
32,90,Chardonnay,US,Washington,Paul Gregutt
25,84,Cabernet Sauvignon,US,California,Virginie Boone
48,94,Chardonnay,US,California,Virginie Boone
70,91,Pinot Noir,US,Oregon,Paul Gregutt
15,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
55,92,Pinot Noir,US,Oregon,Paul Gregutt
65,92,Chardonnay,France,Burgundy,Roger Voss
35,91,Chardonnay,France,Burgundy,Roger Voss
26,87,Chardonnay,France,Burgundy,Roger Voss
115,96,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
25,89,Syrah,US,Washington,Paul Gregutt
21,90,Red Blend,US,Washington,Paul Gregutt
55,90,Pinot Noir,US,Oregon,Paul Gregutt
32,89,Chardonnay,US,California,Virginie Boone
16,91,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
35,83,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
55,91,Pinot Noir,US,California,Virginie Boone
21,88,Chardonnay,France,Burgundy,Roger Voss
33,88,Chardonnay,US,California,Virginie Boone
26,89,Red Blend,US,Washington,Paul Gregutt
32,89,Cabernet Sauvignon,US,Washington,Paul Gregutt
45,91,Pinot Noir,US,Oregon,Paul Gregutt
175,94,Cabernet Sauvignon,US,California,Virginie Boone
28,86,Pinot Noir,US,Oregon,Paul Gregutt
50,89,Pinot Noir,US,Oregon,Paul Gregutt
42,90,Pinot Noir,France,Burgundy,Roger Voss
25,84,Red Blend,US,California,Virginie Boone
18,86,Chardonnay,France,Burgundy,Roger Voss
25,87,Chardonnay,France,Burgundy,Roger Voss
48,92,Pinot Noir,US,California,Matt Kettmann
32,90,Chardonnay,France,Burgundy,Roger Voss
30,88,Pinot Noir,US,California,Matt Kettmann
60,92,Red Blend,US,Washington,Paul Gregutt
85,93,Cabernet Sauvignon,US,California,Virginie Boone
45,83,Pinot Noir,US,California,Virginie Boone
22,87,Syrah,US,Washington,Paul Gregutt
40,90,Cabernet Sauvignon,US,California,Virginie Boone
26,89,Cabernet Sauvignon,US,California,Virginie Boone
21,90,Gewürztraminer,France,Alsace,Roger Voss
62,89,Chardonnay,France,Burgundy,Roger Voss
60,91,Bordeaux-style Red Blend,US,Washington,Paul Gregutt
39,88,Pinot Noir,US,California,Matt Kettmann
35,89,Pinot Noir,US,California,Matt Kettmann
26,87,Red Blend,US,California,Virginie Boone
22,85,Pinot Noir,US,Oregon,Paul Gregutt
34,90,Riesling,France,Alsace,Roger Voss
48,90,Pinot Noir,US,Oregon,Paul Gregutt
70,93,Chardonnay,US,California,Virginie Boone
14,86,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
24,88,Red Blend,US,California,Matt Kettmann
29,92,Chardonnay,France,Burgundy,Roger Voss
48,95,Pinot Noir,US,California,Matt Kettmann
50,91,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
14,84,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
25,88,Pinot Noir,France,Burgundy,Roger Voss
55,91,Pinot Noir,US,Oregon,Paul Gregutt
40,89,Pinot Noir,US,Oregon,Paul Gregutt
25,85,Syrah,US,Washington,Paul Gregutt
265,92,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
40,90,Cabernet Sauvignon,US,California,Matt Kettmann
95,94,Cabernet Sauvignon,US,California,Virginie Boone
32,92,Pinot Noir,US,California,Matt Kettmann
48,93,Bordeaux-style Red Blend,US,Washington,Paul Gregutt
55,88,Bordeaux-style Red Blend,US,California,Matt Kettmann
45,90,Pinot Noir,US,California,Virginie Boone
17,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
43,92,Red Blend,US,California,Matt Kettmann
39,88,Cabernet Sauvignon,US,Washington,Paul Gregutt
158,95,Chardonnay,France,Burgundy,Roger Voss
34,88,Cabernet Sauvignon,US,California,Virginie Boone
36,87,Cabernet Sauvignon,US,California,Matt Kettmann
16,86,Pinot Gris,US,Oregon,Paul Gregutt
45,93,Pinot Noir,France,Burgundy,Roger Voss
48,91,Pinot Noir,France,Burgundy,Roger Voss
45,86,Pinot Noir,US,Oregon,Paul Gregutt
90,93,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
45,90,Cabernet Sauvignon,US,California,Virginie Boone
19,89,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
12,85,Pinot Gris,US,Oregon,Paul Gregutt
15,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
70,94,Chardonnay,US,California,Matt Kettmann
44,92,Pinot Noir,US,California,Virginie Boone
60,92,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
55,94,Pinot Noir,US,Oregon,Paul Gregutt
9,86,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
75,94,Pinot Noir,US,California,Virginie Boone
80,90,Cabernet Sauvignon,US,California,Virginie Boone
60,91,Pinot Noir,US,California,Virginie Boone
59,93,Pinot Noir,US,California,Matt Kettmann
75,90,Pinot Noir,US,California,Virginie Boone
45,88,Pinot Noir,US,California,Matt Kettmann
50,91,Syrah,US,California,Matt Kettmann
27,92,Gewürztraminer,France,Alsace,Roger Voss
45,92,Chardonnay,US,California,Virginie Boone
23,87,Pinot Noir,US,California,Virginie Boone
18,87,Cabernet Sauvignon,US,California,Matt Kettmann
20,88,Chardonnay,US,California,Matt Kettmann
32,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
38,90,Syrah,US,California,Virginie Boone
59,88,Pinot Noir,US,California,Virginie Boone
35,89,Syrah,US,Oregon,Paul Gregutt
40,91,Red Blend,US,Washington,Paul Gregutt
25,90,Chardonnay,US,California,Virginie Boone
65,94,Bordeaux-style Red Blend,US,Washington,Paul Gregutt
30,92,Chardonnay,France,Burgundy,Roger Voss
23,87,Pinot Noir,US,California,Matt Kettmann
55,90,Pinot Noir,US,California,Virginie Boone
27,87,Pinot Gris,France,Alsace,Roger Voss
45,90,Pinot Noir,US,California,Virginie Boone
65,86,Red Blend,US,California,Virginie Boone
17,82,Pinot Noir,US,California,Virginie Boone
13,91,Chardonnay,US,Washington,Paul Gregutt
22,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
16,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
70,95,Pinot Noir,US,California,Virginie Boone
90,91,Cabernet Sauvignon,US,California,Virginie Boone
22,85,Pinot Noir,France,Burgundy,Roger Voss
27,90,Pinot Noir,US,California,Virginie Boone
56,90,Chardonnay,France,Burgundy,Roger Voss
750,92,Syrah,US,California,Matt Kettmann
40,89,Chardonnay,France,Burgundy,Roger Voss
35,93,Syrah,US,California,Virginie Boone
40,94,Riesling,France,Alsace,Roger Voss
54,91,Chardonnay,US,California,Virginie Boone
33,91,Cabernet Sauvignon,US,Washington,Paul Gregutt
35,90,Syrah,US,Washington,Paul Gregutt
42,89,Red Blend,US,Washington,Paul Gregutt
20,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
50,88,Red Blend,US,California,Matt Kettmann
89,88,Red Blend,US,California,Virginie Boone
48,92,Syrah,US,California,Matt Kettmann
245,92,Cabernet Sauvignon,US,California,Virginie Boone
104,91,Pinot Noir,France,Burgundy,Roger Voss
36,90,Bordeaux-style Red Blend,US,Washington,Paul Gregutt
574,97,Chardonnay,France,Burgundy,Roger Voss
64,91,Cabernet Sauvignon,US,California,Virginie Boone
45,92,Chardonnay,US,Oregon,Paul Gregutt
35,89,Pinot Noir,France,Burgundy,Roger Voss
18,87,Cabernet Sauvignon,US,California,Virginie Boone
25,87,Pinot Noir,US,Oregon,Paul Gregutt
430,94,Chardonnay,France,Burgundy,Roger Voss
48,88,Pinot Noir,France,Burgundy,Roger Voss
55,90,Pinot Noir,US,California,Virginie Boone
175,93,Cabernet Sauvignon,US,California,Virginie Boone
42,89,Pinot Noir,US,California,Virginie Boone
45,89,Pinot Noir,US,Oregon,Paul Gregutt
95,91,Cabernet Sauvignon,US,California,Virginie Boone
16,86,Pinot Gris,US,Washington,Paul Gregutt
128,93,Chardonnay,France,Burgundy,Roger Voss
70,88,Cabernet Sauvignon,US,California,Virginie Boone
99,93,Chardonnay,France,Burgundy,Roger Voss
13,86,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
25,89,Chardonnay,US,California,Matt Kettmann
72,91,Chardonnay,France,Burgundy,Roger Voss
48,92,Pinot Noir,US,California,Matt Kettmann
60,92,Pinot Noir,US,California,Virginie Boone
36,89,Chardonnay,US,California,Matt Kettmann
36,92,Chardonnay,US,California,Matt Kettmann
44,93,Pinot Noir,US,California,Virginie Boone
20,90,Cabernet Sauvignon,US,Washington,Paul Gregutt
20,85,Syrah,US,California,Virginie Boone
46,92,Syrah,US,Washington,Paul Gregutt
17,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
20,84,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
29,91,Syrah,US,California,Matt Kettmann
60,94,Pinot Noir,US,Oregon,Paul Gregutt
17,82,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
65,94,Pinot Noir,US,Oregon,Paul Gregutt
28,88,Cabernet Sauvignon,US,California,Virginie Boone
28,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
50,95,Pinot Noir,US,California,Matt Kettmann
25,88,Syrah,US,Oregon,Paul Gregutt
24,91,Riesling,US,Oregon,Paul Gregutt
35,85,Pinot Noir,US,Oregon,Paul Gregutt
52,86,Chardonnay,US,Oregon,Paul Gregutt
42,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
45,90,Chardonnay,France,Burgundy,Roger Voss
10,86,Chardonnay,US,California,Virginie Boone
65,89,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
24,86,Pinot Noir,US,Oregon,Paul Gregutt
28,92,Chardonnay,US,California,Matt Kettmann
59,94,Pinot Noir,US,California,Virginie Boone
25,88,Chardonnay,France,Burgundy,Roger Voss
61,88,Pinot Noir,US,California,Matt Kettmann
118,91,Pinot Noir,France,Burgundy,Roger Voss
26,89,Pinot Noir,US,California,Matt Kettmann
29,92,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
22,85,Cabernet Sauvignon,US,California,Matt Kettmann
49,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
45,86,Chardonnay,US,California,Matt Kettmann
25,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
15,84,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
45,91,Pinot Noir,US,Oregon,Paul Gregutt
20,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
15,92,Gewürztraminer,US,California,Matt Kettmann
30,91,Chardonnay,US,California,Virginie Boone
80,90,Pinot Noir,France,Burgundy,Roger Voss
21,88,Pinot Gris,US,Oregon,Paul Gregutt
25,86,Chardonnay,US,California,Virginie Boone
70,92,Pinot Noir,US,California,Virginie Boone
32,87,Chardonnay,France,Burgundy,Roger Voss
42,92,Cabernet Sauvignon,US,Washington,Paul Gregutt
16,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
17,88,Riesling,France,Alsace,Roger Voss
22,84,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
65,92,Pinot Noir,US,California,Matt Kettmann
8,85,Chardonnay,US,California,Matt Kettmann
19,86,Pinot Gris,US,Oregon,Paul Gregutt
60,91,Pinot Noir,US,Oregon,Paul Gregutt
18,84,Pinot Noir,US,California,Virginie Boone
75,95,Pinot Noir,US,California,Virginie Boone
24,87,Pinot Noir,US,California,Virginie Boone
45,88,Pinot Noir,France,Burgundy,Roger Voss
95,92,Bordeaux-style Red Blend,US,California,Matt Kettmann
45,92,Syrah,US,California,Matt Kettmann
40,93,Syrah,US,California,Virginie Boone
60,92,Chardonnay,US,California,Matt Kettmann
30,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
60,92,Syrah,US,California,Matt Kettmann
22,88,Pinot Gris,US,California,Matt Kettmann
50,92,Chardonnay,US,California,Matt Kettmann
45,93,Syrah,US,Washington,Paul Gregutt
64,91,Pinot Noir,US,California,Matt Kettmann
25,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
85,94,Pinot Noir,US,California,Virginie Boone
15,87,Chardonnay,US,California,Virginie Boone
24,88,Cabernet Sauvignon,US,California,Virginie Boone
65,92,Pinot Noir,US,California,Matt Kettmann
50,91,Pinot Noir,US,California,Virginie Boone
55,92,Chardonnay,US,Oregon,Paul Gregutt
48,93,Cabernet Sauvignon,US,California,Virginie Boone
21,90,Pinot Noir,US,Oregon,Paul Gregutt
14,83,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
90,90,Red Blend,US,California,Virginie Boone
35,87,Red Blend,US,California,Virginie Boone
42,92,Pinot Noir,US,California,Virginie Boone
28,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
60,89,Pinot Noir,France,Burgundy,Roger Voss
24,89,Pinot Noir,US,Oregon,Paul Gregutt
52,92,Chardonnay,France,Burgundy,Roger Voss
35,84,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
65,90,Red Blend,US,California,Virginie Boone
35,91,Pinot Noir,US,California,Virginie Boone
75,89,Cabernet Sauvignon,US,California,Virginie Boone
60,92,Pinot Noir,US,California,Matt Kettmann
33,90,Pinot Noir,US,California,Matt Kettmann
125,92,Chardonnay,US,Oregon,Paul Gregutt
30,90,Chardonnay,US,California,Virginie Boone
49,91,Chardonnay,France,Burgundy,Roger Voss
65,93,Pinot Noir,US,Oregon,Paul Gregutt
25,91,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
40,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
20,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
90,90,Cabernet Sauvignon,US,California,Virginie Boone
30,93,Cabernet Sauvignon,US,California,Virginie Boone
12,88,Pinot Gris,US,Oregon,Paul Gregutt
48,94,Pinot Noir,US,Oregon,Paul Gregutt
85,85,Bordeaux-style Red Blend,US,California,Virginie Boone
14,87,Chardonnay,France,Burgundy,Roger Voss
100,94,Red Blend,US,California,Matt Kettmann
30,90,Pinot Noir,US,California,Matt Kettmann
42,88,Cabernet Sauvignon,US,Washington,Paul Gregutt
13,88,Pinot Gris,US,Oregon,Paul Gregutt
28,88,Syrah,US,Washington,Paul Gregutt
68,92,Pinot Noir,US,Oregon,Paul Gregutt
45,93,Pinot Noir,US,California,Matt Kettmann
75,93,Pinot Noir,US,Oregon,Paul Gregutt
42,92,Pinot Noir,US,Oregon,Paul Gregutt
55,87,Pinot Noir,US,Oregon,Paul Gregutt
39,87,Cabernet Sauvignon,US,California,Virginie Boone
105,94,Pinot Noir,US,Oregon,Paul Gregutt
23,92,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
40,89,Pinot Noir,US,Oregon,Paul Gregutt
31,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
34,91,Chardonnay,France,Burgundy,Roger Voss
56,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
28,80,Red Blend,US,California,Virginie Boone
17,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
35,91,Chardonnay,US,Oregon,Paul Gregutt
135,92,Bordeaux-style Red Blend,US,California,Virginie Boone
18,85,Cabernet Sauvignon,US,California,Virginie Boone
60,94,Syrah,US,Washington,Paul Gregutt
90,92,Cabernet Sauvignon,US,California,Virginie Boone
27,90,Chardonnay,US,California,Virginie Boone
30,91,Gewürztraminer,France,Alsace,Roger Voss
110,93,Cabernet Sauvignon,US,California,Matt Kettmann
32,91,Bordeaux-style Red Blend,US,Washington,Paul Gregutt
25,85,Pinot Noir,US,California,Virginie Boone
50,93,Bordeaux-style Red Blend,US,Washington,Paul Gregutt
48,93,Syrah,US,California,Matt Kettmann
27,88,Chardonnay,France,Burgundy,Roger Voss
75,92,Chardonnay,US,Oregon,Paul Gregutt
22,87,Chardonnay,France,Burgundy,Roger Voss
24,84,Gewürztraminer,France,Alsace,Roger Voss
50,92,Cabernet Sauvignon,US,California,Virginie Boone
32,91,Cabernet Sauvignon,US,Washington,Paul Gregutt
30,85,Red Blend,US,California,Matt Kettmann
42,92,Syrah,US,California,Matt Kettmann
39,88,Pinot Noir,France,Burgundy,Roger Voss
16,85,Cabernet Sauvignon,US,Oregon,Paul Gregutt
65,93,Pinot Noir,US,California,Matt Kettmann
42,90,Cabernet Sauvignon,US,California,Virginie Boone
22,88,Pinot Noir,US,California,Virginie Boone
37,91,Chardonnay,US,California,Virginie Boone
50,93,Pinot Noir,US,California,Matt Kettmann
14,86,Cabernet Sauvignon,US,California,Matt Kettmann
58,93,Pinot Noir,US,Oregon,Paul Gregutt
65,89,Pinot Noir,US,Oregon,Paul Gregutt
66,93,Pinot Gris,France,Alsace,Roger Voss
49,87,Pinot Noir,US,Oregon,Paul Gregutt
48,90,Pinot Noir,US,California,Matt Kettmann
48,90,Cabernet Sauvignon,US,California,Virginie Boone
44,94,Pinot Noir,US,California,Matt Kettmann
25,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
42,92,Bordeaux-style Red Blend,US,California,Matt Kettmann
50,91,Cabernet Sauvignon,US,California,Virginie Boone
15,85,Riesling,US,Washington,Paul Gregutt
18,88,Chardonnay,France,Burgundy,Roger Voss
35,93,Red Blend,US,Washington,Paul Gregutt
54,92,Chardonnay,US,California,Matt Kettmann
30,90,Pinot Noir,US,California,Matt Kettmann
50,91,Pinot Noir,US,California,Virginie Boone
30,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
30,91,Chardonnay,France,Burgundy,Roger Voss
33,83,Pinot Noir,US,California,Matt Kettmann
103,92,Pinot Noir,France,Burgundy,Roger Voss
20,83,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
65,88,Cabernet Sauvignon,US,California,Virginie Boone
50,93,Pinot Noir,France,Burgundy,Roger Voss
12,87,Syrah,US,Washington,Paul Gregutt
15,89,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
59,90,Pinot Noir,US,California,Virginie Boone
40,91,Red Blend,US,California,Virginie Boone
40,93,Syrah,US,California,Matt Kettmann
18,92,Pinot Gris,US,Oregon,Paul Gregutt
48,93,Syrah,US,California,Matt Kettmann
40,87,Pinot Noir,US,Oregon,Paul Gregutt
16,90,Syrah,US,Washington,Paul Gregutt
95,93,Cabernet Sauvignon,US,California,Virginie Boone
398,95,Chardonnay,France,Burgundy,Roger Voss
64,90,Bordeaux-style Red Blend,US,California,Matt Kettmann
62,95,Pinot Noir,US,California,Matt Kettmann
35,94,Chardonnay,US,Washington,Paul Gregutt
30,91,Syrah,US,California,Matt Kettmann
